"V1","V2","V3","V4","V5","V6"
"1630911","1","11:22:16","1","11:30:47","walk"
"1630912","1","11:31:04","1","11:42:08","taxi"
"1630913","1","13:48:48","1","20:02:57","walk"
"1630914","2","11:01:15","2","11:19:39","walk"
"1630915","2","11:20:22","2","11:36:36","taxi"
"1630916","2","11:36:49","2","11:47:20","walk"
"1630917","4","08:55:34","4","20:39:11","bike"
"1630918","5","09:34:20","5","21:49:03","bike"
"1630919","6","11:30:33","6","16:35:22","bike"
"1630920","6","20:27:05","6","20:44:54","taxi"
"1630921","6","20:45:56","6","20:52:16","walk"
"1630922","7","11:57:29","7","11:58:45","walk"
"1630923","7","11:58:47","7","19:26:42","taxi"
"1630924","7","19:26:44","7","19:30:00","walk"
"1630925","1","08:53:52","1","08:57:38","taxi"
"1630926","1","08:57:48","1","09:02:03","walk"
"1630927","1","21:55:53","1","22:01:51","taxi"
"1630928","1","22:02:03","1","22:04:53","walk"
"1630929","2","09:12:11","2","22:17:48","bike"
"1630930","3","09:26:34","3","22:46:37","bike"
"1630931","4","10:08:28","4","10:12:09","taxi"
"1630932","4","22:24:47","4","22:31:17","taxi"
"1630933","4","22:31:35","4","22:37:30","walk"
"1630934","5","23:04:53","5","23:10:04","taxi"
"1630935","6","11:21:59","6","11:45:18","walk"
"1630936","6","14:01:04","6","14:15:34","bike"
"1630937","6","14:16:07","6","14:32:49","walk"
"1630938","6","14:33:57","6","15:58:52","taxi"
"1630939","6","15:58:56","6","16:19:28","walk"
"1630940","7","22:27:04","7","22:31:03","walk"
"1630941","7","22:31:11","7","22:46:21","taxi"
"1630942","7","22:47:09","7","22:52:59","walk"
"1630943","1","09:20:21","1","09:26:36","taxi"
"1630944","1","09:26:40","1","21:14:12","walk"
"1630945","2","09:03:01","2","22:30:08","bike"
"1630946","3","09:09:04","3","09:13:37","walk"
"1630947","3","09:16:52","3","09:21:36","bus"
"1630948","3","09:21:38","3","20:53:47","walk"
"1630949","3","20:55:05","3","21:06:11","subway"
"1630950","3","21:06:24","3","21:10:32","walk"
"1630951","3","21:10:34","3","21:18:35","taxi"
"1630952","4","09:25:31","4","09:29:14","taxi"
"1630953","4","09:29:33","4","09:33:34","walk"
"1630954","4","09:33:42","4","09:45:20","subway"
"1630955","4","09:45:27","4","09:51:13","walk"
"1630956","4","22:01:39","4","22:06:24","taxi"
"1630957","4","22:06:45","4","22:09:48","walk"
"1630958","5","08:56:20","5","09:01:29","walk"
"1630959","5","09:01:34","5","09:07:17","bus"
"1630960","5","09:07:19","5","22:26:49","walk"
"1630961","5","22:26:57","5","22:31:47","taxi"
"1630962","5","22:32:06","5","22:33:59","walk"
"1630963","6","08:54:07","6","08:57:05","walk"
"1630964","6","08:57:07","6","09:04:02","bus"
"1630965","6","09:04:10","6","09:07:06","walk"
"1630966","6","14:22:32","6","14:54:34","taxi"
"1630967","6","14:54:51","6","14:57:53","walk"
"1630968","7","09:07:25","7","09:10:27","walk"
"1630969","7","09:10:33","7","09:37:48","taxi"
"1630970","7","09:38:42","7","10:29:17","walk"
"1630971","1","05:44:10","1","06:44:21","walk"
"1630972","1","10:02:26","1","11:21:27","car"
"1630973","2","00:32:17","2","00:45:22","car"
"1630974","2","04:05:47","2","14:55:42","car"
"1630975","3","01:04:31","3","12:16:50","car"
"1630976","4","01:25:43","4","01:31:19","car"
"1630977","4","02:05:43","4","11:28:48","walk"
"1630978","4","12:43:03","4","12:49:51","car"
"1630979","5","00:30:08","5","01:51:29","car"
"1630980","5","02:09:57","5","02:12:26","walk"
"1630981","5","02:15:24","5","02:23:16","car"
"1630982","5","10:35:01","5","10:48:49","car"
"1630983","5","10:49:13","5","12:50:08","walk"
"1630984","5","12:50:28","5","12:56:08","car"
"1630985","5","12:56:12","5","13:14:26","walk"
"1630986","5","13:14:33","5","14:16:37","car"
"1630987","5","14:16:47","5","14:19:35","walk"
"1630988","6","01:30:25","6","01:52:02","car"
"1630989","6","01:52:30","6","01:57:58","walk"
"1630990","6","08:16:31","6","08:56:31","car"
"1630991","6","08:56:33","6","09:02:25","walk"
"1630992","6","09:02:27","6","10:00:09","car"
"1630993","6","10:00:13","6","14:24:17","walk"
"1630994","6","14:24:47","6","14:43:34","car"
"1630995","7","23:10:48","7","23:43:59","walk"
"1630996","7","23:44:10","7","23:53:08","car"
"1630997","7","23:53:18","7","23:59:01","walk"
"1630998","1","02:02:20","1","02:27:38","car"
"1630999","2","08:18:10","2","08:32:52","walk"
"1631000","2","08:32:58","2","08:41:27","bus"
"1631001","2","08:41:39","2","20:17:52","walk"
"1631002","3","09:22:07","3","09:25:26","taxi"
"1631003","3","09:25:28","3","21:23:21","walk"
"1631004","3","21:23:52","3","21:30:26","taxi"
"1631005","3","21:30:47","3","21:32:45","walk"
"1631006","4","08:40:25","4","08:43:07","walk"
"1631007","4","08:46:36","4","08:54:03","bus"
"1631008","4","08:54:08","4","21:48:02","walk"
"1631009","4","21:48:17","4","21:54:40","taxi"
"1631010","4","21:55:19","4","21:57:19","walk"
"1631011","5","08:23:31","5","08:29:34","walk"
"1631012","5","08:37:26","5","08:44:21","bus"
"1631013","5","08:44:23","5","20:34:43","walk"
"1631014","6","06:48:50","6","06:50:03","walk"
"1631015","6","06:50:17","6","06:56:57","taxi"
"1631016","6","06:57:26","6","07:02:33","walk"
"1631017","6","07:02:45","6","07:08:56","taxi"
"1631018","6","07:09:10","6","08:52:58","walk"
"1631019","6","08:54:48","6","09:01:43","bus"
"1631020","6","09:01:47","6","14:23:03","walk"
"1631021","6","14:25:04","6","14:35:15","bus"
"1631022","6","14:35:30","6","16:46:40","walk"
"1631023","6","16:47:32","6","17:26:21","car"
"1631024","6","17:26:36","6","21:53:50","walk"
"1631025","6","21:53:56","6","22:02:40","bus"
"1631026","6","22:02:42","6","22:11:58","walk"
"1631027","7","22:10:00","7","22:12:27","walk"
"1631028","7","22:12:33","7","22:26:03","taxi"
"1631029","7","22:27:07","7","22:33:12","walk"
"1631030","1","08:20:00","1","08:26:37","walk"
"1631031","1","08:27:22","1","08:35:30","bus"
"1631032","1","08:37:14","1","22:52:42","walk"
"1631033","1","22:52:44","1","22:57:25","taxi"
"1631034","1","22:58:10","1","23:00:25","walk"
"1631035","2","08:20:30","2","08:28:24","walk"
"1631036","2","08:28:38","2","08:34:51","bus"
"1631037","2","08:34:57","2","08:38:58","walk"
"1631038","2","21:26:46","2","21:32:15","taxi"
"1631039","2","21:32:50","2","21:35:57","walk"
"1631040","3","08:48:06","3","08:54:36","walk"
"1631041","3","08:55:09","3","09:03:00","bus"
"1631042","3","09:03:04","3","09:05:50","walk"
"1631043","3","21:40:36","3","21:46:43","taxi"
"1631044","3","21:47:14","3","21:50:00","walk"
"1631045","4","08:48:30","4","08:54:14","walk"
"1631046","4","08:54:16","4","09:01:44","bus"
"1631047","4","09:01:46","4","22:04:06","walk"
"1631048","4","22:06:32","4","22:11:24","taxi"
"1631049","4","22:12:11","4","22:14:03","walk"
"1631050","5","10:24:04","5","10:29:25","bus"
"1631051","5","10:29:31","5","22:09:41","walk"
"1631052","5","22:09:57","5","22:14:55","taxi"
"1631053","5","22:15:38","5","22:17:01","walk"
"1631054","6","09:20:35","6","09:27:33","walk"
"1631055","6","09:27:35","6","09:33:36","bus"
"1631056","6","09:33:38","6","17:02:06","walk"
"1631057","6","17:02:08","6","17:08:56","subway"
"1631058","6","17:09:00","6","21:39:46","walk"
"1631059","6","22:18:56","6","22:50:58","taxi"
"1631060","6","22:51:00","6","22:58:11","walk"
"1631061","7","11:48:28","7","12:11:00","taxi"
"1631062","7","17:35:04","7","17:41:27","walk"
"1631063","7","17:41:52","7","17:49:45","bus"
"1631064","7","17:49:53","7","18:03:49","walk"
"1631065","7","18:03:58","7","18:26:45","taxi"
"1631066","7","18:26:47","7","18:33:57","walk"
"1631067","7","18:34:11","7","18:45:56","taxi"
"1631068","7","18:46:15","7","20:55:45","walk"
"1631069","7","20:56:16","7","21:06:09","taxi"
"1631070","7","21:06:30","7","21:38:18","walk"
"1631071","1","09:17:35","1","09:22:15","taxi"
"1631072","1","09:22:17","1","09:28:06","walk"
"1631073","1","22:41:01","1","22:47:17","taxi"
"1631074","1","22:47:21","1","22:48:54","walk"
"1631075","2","09:02:53","2","09:40:25","walk"
"1631076","2","09:40:38","2","09:51:59","taxi"
"1631077","2","09:52:30","2","09:53:22","walk"
"1631078","2","21:39:01","2","21:45:06","taxi"
"1631079","2","21:46:00","2","21:47:39","walk"
"1631080","3","09:00:22","3","09:03:44","walk"
"1631081","3","09:06:09","3","09:13:44","bus"
"1631082","3","09:13:48","3","09:18:29","walk"
"1631083","3","21:35:55","3","21:41:27","taxi"
"1631084","3","21:41:52","3","21:43:23","walk"
"1631085","4","08:43:29","4","08:46:05","walk"
"1631086","4","08:46:07","4","08:53:14","bus"
"1631087","4","08:53:27","4","08:57:27","walk"
"1631088","4","21:22:32","4","21:50:59","taxi"
"1631089","4","21:51:54","4","21:54:42","walk"
"1631090","5","08:51:47","5","08:59:48","bus"
"1631091","5","08:59:50","5","09:48:54","walk"
"1631092","5","09:48:56","5","09:54:47","subway"
"1631093","5","09:54:51","5","09:58:48","walk"
"1631094","5","12:09:04","5","12:20:24","taxi"
"1631095","5","13:17:20","5","13:24:39","walk"
"1631096","5","13:25:42","5","13:51:12","taxi"
"1631097","5","21:58:03","5","22:00:24","car"
"1631098","5","22:58:29","5","23:03:31","walk"
"1631099","5","23:03:43","5","23:10:07","bus"
"1631100","5","23:10:11","5","23:13:52","walk"
"1631101","6","10:12:35","6","10:23:38","walk"
"1631102","6","10:23:40","6","10:29:28","bus"
"1631103","6","10:30:02","6","10:32:52","walk"
"1631104","6","15:30:22","6","16:17:06","taxi"
"1631105","6","16:17:08","6","22:11:48","walk"
"1631106","6","22:11:50","6","22:30:15","taxi"
"1631107","6","22:31:11","6","22:32:29","walk"
"1631108","7","07:54:04","7","07:56:54","walk"
"1631109","7","07:57:04","7","08:10:06","bus"
"1631110","7","08:10:08","7","12:37:48","walk"
"1631111","7","14:04:18","7","14:10:41","taxi"
"1631112","7","14:11:06","7","14:12:43","walk"
"1631113","7","17:04:29","7","17:10:15","taxi"
"1631114","7","17:10:25","7","21:30:26","walk"
"1631115","1","07:57:07","1","08:03:47","walk"
"1631116","1","08:04:04","1","08:09:32","taxi"
"1631117","1","08:09:57","1","08:16:14","walk"
"1631118","1","20:56:35","1","21:05:03","taxi"
"1631119","1","21:05:43","1","21:07:35","walk"
"1631120","2","07:16:31","2","07:23:41","bus"
"1631121","2","07:23:43","2","07:27:30","walk"
"1631122","2","21:16:07","2","21:26:39","taxi"
"1631123","2","21:27:51","2","21:29:43","walk"
"1631124","3","07:06:26","3","07:11:46","walk"
"1631125","3","07:11:48","3","07:19:43","bus"
"1631126","3","07:20:06","3","07:22:57","walk"
"1631127","3","21:12:29","3","21:18:19","taxi"
"1631128","3","21:18:46","3","21:20:58","walk"
"1631129","4","07:54:30","4","08:01:01","walk"
"1631130","4","08:01:42","4","08:10:52","bus"
"1631131","4","08:13:23","4","08:15:34","walk"
"1631132","4","22:18:03","4","22:22:13","taxi"
"1631133","4","22:23:01","4","22:24:38","walk"
"1631134","5","06:52:40","5","06:57:05","walk"
"1631135","5","07:02:17","5","07:09:04","bus"
"1631136","5","07:09:28","5","07:11:54","walk"
"1631137","6","00:46:40","6","01:04:33","taxi"
"1631138","6","01:05:48","6","01:07:57","walk"
"1631139","6","08:11:27","6","08:20:41","taxi"
"1631140","6","08:20:47","6","10:24:28","walk"
"1631141","6","10:24:50","6","10:35:56","bus"
"1631142","6","10:36:38","6","16:07:33","walk"
"1631143","6","16:08:02","6","16:14:15","taxi"
"1631144","6","16:15:47","6","16:20:26","walk"
"1631145","7","20:42:56","7","20:44:13","walk"
"1631146","7","20:44:29","7","21:00:21","taxi"
"1631147","7","21:01:01","7","21:02:34","walk"
"1631148","1","08:17:15","1","08:20:52","walk"
"1631149","1","08:23:07","1","08:28:50","bus"
"1631150","1","08:29:08","1","20:32:30","walk"
"1631151","2","07:48:29","2","20:00:51","bike"
"1631152","3","08:31:52","3","08:43:48","bike"
"1631153","3","17:27:27","3","17:39:01","taxi"
"1631154","3","17:39:05","3","20:57:18","walk"
"1631155","3","20:57:22","3","21:04:44","taxi"
"1631156","3","21:05:35","3","21:10:25","walk"
"1631157","4","08:03:37","4","08:15:09","walk"
"1631158","4","08:15:50","4","08:23:36","bus"
"1631159","4","08:23:38","4","19:20:14","walk"
"1631160","4","19:20:16","4","19:28:15","bus"
"1631161","4","19:28:27","4","19:32:31","walk"
"1631162","5","08:42:35","5","09:00:41","walk"
"1631163","5","09:00:43","5","09:09:13","taxi"
"1631164","5","09:09:22","5","09:10:50","walk"
"1631165","5","17:42:40","5","18:29:52","taxi"
"1631166","5","18:29:58","5","19:06:00","walk"
"1631167","6","15:45:28","6","16:22:55","taxi"
"1631168","6","16:23:24","6","21:42:11","walk"
"1631169","6","21:42:26","6","21:47:30","taxi"
"1631170","6","21:48:16","6","21:50:16","walk"
"1631171","7","09:14:41","7","09:19:59","walk"
"1631172","7","09:20:18","7","09:31:50","taxi"
"1631173","7","09:32:02","7","21:39:41","walk"
"1631174","7","21:41:06","7","21:57:00","taxi"
"1631175","7","21:57:58","7","21:59:44","walk"
"1631176","1","09:02:10","1","09:05:13","walk"
"1631177","1","09:06:11","1","09:12:00","bus"
"1631178","1","09:12:06","1","09:16:20","walk"
"1631179","1","20:04:04","1","20:07:25","bike"
"1631180","2","08:19:59","2","08:31:27","bike"
"1631181","2","21:22:52","2","21:35:27","bike"
"1631182","3","08:02:48","3","18:47:36","bike"
"1631183","3","18:47:52","3","19:01:49","walk"
"1631184","3","19:01:51","3","19:23:38","taxi"
"1631185","3","19:23:53","3","19:26:59","walk"
"1631186","4","07:47:23","4","07:49:43","walk"
"1631187","4","07:50:05","4","08:46:48","taxi"
"1631188","4","08:46:50","4","18:41:30","walk"
"1631189","4","18:41:32","4","18:46:43","bus"
"1631190","4","18:46:47","4","18:50:45","walk"
"1631191","5","06:45:07","5","21:34:36","bike"
"1631192","6","09:02:04","6","09:13:45","bike"
"1631193","6","12:00:34","6","12:31:14","taxi"
"1631194","6","12:31:41","6","19:08:32","walk"
"1631195","1","07:54:21","1","08:32:40","walk"
"1631196","1","08:34:41","1","09:20:53","taxi"
"1631197","1","20:29:06","1","20:42:00","bike"
"1631198","2","07:51:40","2","08:00:44","walk"
"1631199","2","08:00:48","2","08:08:18","bus"
"1631200","2","08:08:20","2","08:13:10","walk"
"1631201","2","13:16:38","2","13:29:10","car"
"1631202","2","13:29:59","2","15:15:53","walk"
"1631203","2","15:15:59","2","15:32:34","taxi"
"1631204","2","15:32:48","2","21:17:09","walk"
"1631205","2","21:18:30","2","21:23:43","taxi"
"1631206","2","21:24:31","2","21:27:29","walk"
"1631207","3","08:37:52","3","08:42:14","walk"
"1631208","3","08:42:16","3","09:05:42","taxi"
"1631209","3","09:05:56","3","13:10:55","walk"
"1631210","3","12:33:46","3","20:36:15","walk"
"1631211","3","13:11:01","3","13:25:11","taxi"
"1631212","3","20:26:08","3","20:33:44","taxi"
"1631213","4","08:29:20","4","08:35:18","walk"
"1631214","4","08:38:10","4","08:45:17","bus"
"1631215","4","08:45:20","4","08:50:21","walk"
"1631216","4","13:26:22","4","13:38:32","taxi"
"1631217","4","13:39:13","4","14:34:02","walk"
"1631218","4","14:34:41","4","15:26:58","bus"
"1631219","4","15:27:00","4","19:56:50","walk"
"1631220","4","19:56:52","4","20:06:34","subway"
"1631221","4","20:06:38","4","20:10:29","walk"
"1631222","4","21:19:52","4","21:26:29","taxi"
"1631223","4","21:27:16","4","21:28:51","walk"
"1631224","5","06:53:35","5","07:16:49","walk"
"1631225","5","07:16:51","5","07:46:11","bus"
"1631226","5","07:46:15","5","07:51:43","walk"
"1631227","5","11:55:58","5","12:09:43","car"
"1631228","5","14:34:23","5","19:21:39","walk"
"1631229","5","19:22:04","5","19:27:03","bus"
"1631230","5","19:27:05","5","19:42:38","walk"
"1631231","5","19:42:56","5","20:12:10","taxi"
"1631232","5","20:12:16","5","20:15:14","walk"
"1631233","6","10:45:01","6","19:58:03","taxi"
"1631234","6","11:32:04","6","11:49:50","walk"
"1631235","6","11:49:58","6","12:19:17","taxi"
"1631236","6","12:19:27","6","13:40:31","walk"
"1631237","6","13:40:58","6","13:58:10","bus"
"1631238","6","13:58:18","6","18:44:59","walk"
"1631239","7","12:31:35","7","13:17:13","walk"
"1631240","7","21:37:06","7","21:51:37","taxi"
"1631241","7","21:51:59","7","21:54:37","walk"
"1631242","1","06:39:34","1","07:03:45","walk"
"1631243","1","07:04:35","1","07:15:47","bike"
"1631244","1","07:15:57","1","08:15:06","walk"
"1631245","1","08:15:35","1","08:21:37","taxi"
"1631246","1","08:21:41","1","20:46:18","walk"
"1631247","1","20:46:20","1","20:52:50","taxi"
"1631248","1","20:52:52","1","20:56:04","walk"
"1631249","2","07:25:05","2","07:39:04","walk"
"1631250","2","07:39:06","2","07:48:07","bus"
"1631251","2","07:48:09","2","11:50:04","walk"
"1631252","2","11:50:16","2","11:56:54","taxi"
"1631253","2","11:56:56","2","16:21:49","walk"
"1631254","2","16:21:51","2","16:32:29","taxi"
"1631255","2","16:32:31","2","16:50:25","walk"
"1631256","2","16:50:27","2","17:50:24","bus"
"1631257","2","17:50:26","2","20:25:23","walk"
"1631258","2","20:25:25","2","21:17:22","bus"
"1631259","2","21:17:24","2","21:24:32","walk"
"1631260","2","21:24:34","2","21:31:05","taxi"
"1631261","2","21:31:07","2","21:34:19","walk"
"1631262","3","08:04:23","3","08:06:35","walk"
"1631263","3","08:06:37","3","08:14:57","bus"
"1631264","3","08:14:59","3","08:20:45","walk"
"1631265","3","19:24:52","3","19:26:57","walk"
"1631266","3","19:26:59","3","19:34:17","car"
"1631267","3","19:34:19","3","19:38:57","walk"
"1631268","4","08:13:35","4","08:38:12","walk"
"1631269","4","08:38:14","4","08:41:22","taxi"
"1631270","4","08:41:24","4","09:40:27","walk"
"1631271","4","09:40:29","4","09:45:24","bus"
"1631272","4","09:45:26","4","10:26:14","walk"
"1631273","4","10:26:16","4","11:01:52","taxi"
"1631274","4","11:01:54","4","11:31:36","walk"
"1631275","4","11:31:38","4","18:09:13","train"
"1631276","4","18:09:15","4","18:12:29","walk"
"1631277","4","18:12:31","4","18:22:14","taxi"
"1631278","4","18:22:16","4","18:24:25","walk"
"1631279","5","09:23:35","5","10:19:28","walk"
"1631280","5","10:19:30","5","10:21:45","taxi"
"1631281","5","10:21:47","5","14:44:01","walk"
"1631282","5","14:44:03","5","14:47:54","taxi"
"1631283","5","14:47:56","5","19:08:08","walk"
"1631284","5","19:08:10","5","19:13:16","taxi"
"1631285","5","19:13:18","5","20:28:01","walk"
"1631286","5","20:28:03","5","20:34:09","taxi"
"1631287","5","20:34:11","5","20:35:31","walk"
"1631288","7","07:40:53","7","07:45:31","walk"
"1631289","7","07:45:33","7","07:53:33","taxi"
"1631290","7","07:53:35","7","08:41:38","walk"
"1631291","7","08:41:40","7","15:12:02","train"
"1631292","7","15:18:58","7","15:41:36","taxi"
"1631293","7","20:13:14","7","20:19:48","taxi"
"1631294","7","20:19:50","7","20:21:48","walk"
"1631295","1","08:18:42","1","08:50:18","taxi"
"1631296","1","08:50:20","1","11:19:22","walk"
"1631297","1","11:19:24","1","13:09:14","airplane"
"1631298","1","13:09:16","1","14:00:54","walk"
"1631299","1","14:00:56","1","15:02:10","car"
"1631300","1","15:02:12","1","19:38:55","walk"
"1631301","2","09:35:29","2","21:08:33","walk"
"1631302","3","08:50:23","3","14:19:39","walk"
"1631303","3","14:19:42","3","15:17:55","car"
"1631304","3","15:17:57","3","17:07:07","walk"
"1631305","3","17:07:09","3","19:21:13","airplane"
"1631306","3","19:21:15","3","19:30:35","walk"
"1631307","3","19:45:25","3","20:21:21","taxi"
"1631308","3","20:21:23","3","20:26:35","walk"
"1631309","4","07:22:59","4","07:37:49","walk"
"1631310","4","07:37:51","4","07:52:51","bus"
"1631311","4","07:52:53","4","07:56:33","walk"
"1631312","5","07:29:29","5","07:42:39","bike"
"1631313","5","21:20:31","5","21:26:11","taxi"
"1631314","5","21:26:13","5","21:41:51","walk"
"1631315","5","21:41:53","5","21:57:15","taxi"
"1631316","5","21:57:17","5","22:01:11","walk"
"1631317","6","13:00:35","6","14:19:22","walk"
"1631318","6","14:19:24","6","14:32:16","taxi"
"1631319","6","14:32:18","6","16:00:37","walk"
"1631320","6","16:00:39","6","16:06:03","taxi"
"1631321","6","16:06:05","6","18:08:19","walk"
"1631322","6","18:08:21","6","18:33:37","car"
"1631323","6","21:28:11","6","21:29:29","walk"
"1631324","6","21:29:31","6","21:41:48","taxi"
"1631325","6","21:41:50","6","21:44:47","walk"
"1631326","7","15:42:40","7","17:34:08","walk"
"1631327","7","21:00:30","7","21:02:48","walk"
"1631328","7","21:02:50","7","21:19:28","taxi"
"1631329","7","21:19:31","7","21:22:04","walk"
"1631330","1","08:14:36","1","08:31:36","walk"
"1631331","1","08:31:38","1","08:39:34","bus"
"1631332","1","08:39:36","1","08:42:31","walk"
"1631333","1","21:39:34","1","21:53:27","bike"
"1631334","2","07:37:23","2","21:53:00","bike"
"1631335","3","08:19:06","3","22:21:32","bike"
"1631336","4","08:08:30","4","08:22:04","bike"
"1631337","4","21:08:06","4","21:08:58","walk"
"1631338","4","21:09:00","4","21:29:58","taxi"
"1631339","4","21:30:00","4","21:32:32","walk"
"1631340","5","07:51:08","5","07:58:06","walk"
"1631341","5","07:58:08","5","08:42:58","taxi"
"1631342","5","08:43:00","5","08:44:32","walk"
"1631343","5","12:26:29","5","13:03:43","taxi"
"1631344","5","13:03:45","5","16:39:57","walk"
"1631345","5","16:39:59","5","17:14:41","taxi"
"1631346","5","17:14:43","5","17:21:41","walk"
"1631347","5","20:10:41","5","20:23:17","bike"
"1631348","5","20:23:19","5","20:30:43","walk"
"1631349","5","20:30:45","5","21:08:31","taxi"
"1631350","5","21:08:33","5","21:12:23","walk"
"1631351","6","11:50:36","6","15:51:44","walk"
"1631352","6","15:51:46","6","16:17:56","taxi"
"1631353","6","17:55:39","6","18:06:30","taxi"
"1631354","6","18:06:32","6","18:13:05","walk"
"1631355","6","20:57:10","6","21:03:44","walk"
"1631356","6","21:03:46","6","21:27:22","taxi"
"1631357","6","21:27:24","6","21:30:44","walk"
"1631358","7","21:36:58","7","21:39:32","walk"
"1631359","7","21:39:34","7","21:54:44","taxi"
"1631360","7","21:54:46","7","21:57:12","walk"
"1631361","1","08:28:30","1","08:40:40","bike"
"1631362","1","21:32:38","1","21:47:07","bike"
"1631363","2","07:13:37","2","07:26:18","bike"
"1631364","2","18:33:28","2","20:43:07","walk"
"1631365","2","21:52:30","2","22:05:54","bike"
"1631366","3","07:54:11","3","21:57:00","bike"
"1631367","4","07:26:09","4","07:38:12","bike"
"1631368","5","08:14:08","5","08:26:11","bike"
"1631369","5","08:17:53","5","16:40:23","bus"
"1631370","5","12:05:51","5","16:14:27","walk"
"1631371","5","16:40:27","5","21:49:06","walk"
"1631372","5","21:56:16","5","22:04:27","bus"
"1631373","5","22:04:35","5","22:09:19","taxi"
"1631374","5","22:09:57","5","22:12:25","walk"
"1631375","6","09:25:47","6","10:01:03","taxi"
"1631376","6","13:16:38","6","13:49:46","walk"
"1631377","6","13:52:32","6","13:58:25","bus"
"1631378","6","13:58:31","6","14:28:40","walk"
"1631379","6","14:28:58","6","15:02:31","taxi"
"1631380","6","15:06:38","6","15:07:04","walk"
"1631381","1","07:23:15","1","07:30:35","walk"
"1631382","1","07:47:30","1","08:34:48","taxi"
"1631383","1","08:35:10","1","08:37:28","walk"
"1631384","1","21:25:47","1","21:38:26","bike"
"1631385","2","08:20:50","2","08:33:01","bike"
"1631386","2","18:26:12","2","20:12:09","walk"
"1631387","2","22:09:14","2","22:20:26","bike"
"1631388","3","08:12:06","3","22:19:35","bike"
"1631389","4","07:40:03","4","19:52:53","bike"
"1631390","5","07:34:51","5","07:37:15","walk"
"1631391","5","07:38:31","5","07:46:21","bus"
"1631392","5","07:46:27","5","07:52:16","walk"
"1631393","5","13:51:45","5","14:41:18","car"
"1631394","5","14:44:00","5","19:02:35","walk"
"1631395","5","19:07:52","5","19:48:37","car"
"1631396","5","19:49:03","5","19:49:48","walk"
"1631397","5","21:46:45","5","22:08:06","taxi"
"1631398","5","22:10:08","5","22:11:58","walk"
"1631399","7","11:35:21","7","12:46:45","walk"
"1631400","7","12:48:14","7","13:03:12","taxi"
"1631401","7","13:04:40","7","15:24:42","walk"
"1631402","7","15:29:10","7","15:58:23","bus"
"1631403","7","15:58:34","7","21:28:37","walk"
"1631404","7","21:28:39","7","21:43:28","taxi"
"1631405","7","21:44:48","7","21:45:56","walk"
"1631406","1","07:51:34","1","21:38:20","bike"
"1631407","2","07:44:29","2","07:51:57","bus"
"1631408","2","07:53:29","2","07:55:50","walk"
"1631409","2","21:28:46","2","21:34:06","taxi"
"1631410","2","21:34:42","2","21:37:18","walk"
"1631411","3","08:00:05","3","21:36:24","bike"
"1631412","3","08:31:16","3","21:22:42","bike"
"1631413","4","08:01:48","4","08:14:31","bike"
"1631414","5","08:01:48","5","22:45:39","bike"
"1631415","6","07:36:32","6","07:48:55","bike"
"1631416","6","16:26:56","6","16:30:57","walk"
"1631417","6","16:31:29","6","16:41:19","subway"
"1631418","6","16:41:32","6","20:08:27","walk"
"1631419","6","20:09:00","6","20:36:14","taxi"
"1631420","6","20:36:43","6","20:39:57","walk"
"1631421","7","15:31:41","7","15:33:35","walk"
"1631422","7","15:49:16","7","16:19:10","taxi"
"1631423","7","16:19:12","7","16:20:50","walk"
"1631424","7","19:11:10","7","19:24:00","car"
"1631425","7","19:24:02","7","20:15:10","walk"
"1631426","7","20:15:12","7","20:29:10","taxi"
"1631427","7","20:29:12","7","20:32:10","walk"
"1631428","1","21:28:48","1","21:44:16","taxi"
"1631429","1","21:44:40","1","21:46:51","walk"
"1631430","2","08:00:42","2","08:03:20","walk"
"1631431","2","08:03:27","2","08:11:09","bus"
"1631432","2","08:11:11","2","08:14:01","walk"
"1631433","2","21:51:01","2","22:03:52","bike"
"1631434","3","07:00:32","3","22:19:40","bike"
"1631435","4","07:34:57","4","20:43:25","bike"
"1631436","5","07:26:35","5","07:39:23","bike"
"1631437","5","20:27:40","5","20:35:46","walk"
"1631438","5","20:39:07","5","20:41:17","subway"
"1631439","5","20:42:13","5","20:52:39","walk"
"1631440","6","08:54:40","6","08:57:22","walk"
"1631441","6","08:58:09","6","09:17:27","taxi"
"1631442","6","12:08:00","6","12:16:25","walk"
"1631443","6","12:17:12","6","12:31:05","bus"
"1631444","6","12:31:13","6","16:06:06","walk"
"1631445","6","18:57:33","6","19:22:34","taxi"
"1631446","6","19:23:31","6","19:28:04","walk"
"1631447","7","10:42:47","7","10:46:40","walk"
"1631448","7","10:46:40","7","11:03:41","taxi"
"1631449","7","11:03:43","7","11:05:15","walk"
"1631450","7","14:41:48","7","14:58:32","taxi"
"1631451","1","22:23:42","1","22:35:43","bike"
"1631452","2","07:31:26","2","21:39:49","bike"
"1631453","3","06:57:34","3","07:08:52","bike"
"1631454","4","20:51:10","4","20:55:57","taxi"
"1631455","4","20:55:59","4","21:29:30","walk"
"1631456","4","21:29:32","4","21:53:07","taxi"
"1631457","4","21:53:09","4","21:56:43","walk"
"1631458","5","07:00:00","5","08:00:15","bus"
"1631459","5","08:00:17","5","17:42:38","walk"
"1631460","5","17:42:40","5","18:48:50","bus"
"1631461","5","18:48:52","5","19:00:00","walk"
"1631462","7","08:31:37","7","08:54:30","taxi"
"1631463","7","08:54:32","7","08:55:38","walk"
"1631464","7","19:25:41","7","19:38:17","taxi"
"1631465","7","19:38:19","7","20:11:13","walk"
